abandonovaný | dva
osmnáctý | osm
osmotický | osm
osmóza | osm
osmý | osm
osnímkování | osm
osnímkovaný | osm
osnímkovat | osm
osnímkovávání | osm
osnímkovávaný | osm
osnímkovávat | osm
ospravedlňovaný | dva
ospravedlňovat | dva
osteomyelitida | osm
ostošest | šest
ostrobřichý | tři
ostroměřský | osm
ostřelit | tři
ostřetický | tři
ostřice | tři
ostřicový | tři
ostřička | tři
ostřič | tři
ostřihání | tři
ostřihaný | tři
ostřihat | tři
ostřihávání | tři
ostřihávaný | tři
ostřihávat | tři
ostřihnout | tři
ostřihomský | tři osm
ostřihovací | tři
ostřihovadlo | tři
ostřihování | tři
ostřihovaný | tři
ostřihovat | tři
ostřina | tři
ostřit | tři
ostřivo | tři
ostřižek | tři
osvědčme | osm
osvědčovaný | dva
osvědčovat | dva
osvětářčin | tři
osvětimský | osm
ošetřit | tři
ošetřitelný | tři
ošetřovatelčin | tři
ošpendlovat | dva
oštěpařčin | tři
oštěpářčin | tři
ošvindlovaný | dva
ošvindlovat | dva
otevřivší | tři
otřesitelnější | tři
otřesitelný | tři
otupět | pět
ovadávat | dva
ovládávaný | dva
ovládávat | dva
ovsem | osm
ovsům | osm
oxidovaný | dva
oxidovat | dva
oxidovatelnější | dva
oxidovatelný | dva
ozdobovaný | dva
ozdobovat | dva
paběrkovat | pět
padávaný | dva
padávat | dva
padavka | dva
padělatelčin | pět
padělatelka | pět
padělatelský | pět
padělatel | pět
padělatelův | pět
padělat | pět
padělávaný | dva
padělávat | dva pět
padesátihektarový | deset
padesátikilometrový | deset
padesátiletý | deset
padesátimetrový | deset
padesátimikrometrový | deset
padesátimilimetrový | deset
padesátiminutovka | dva
padesátiprocentní | deset
padesátitisícovka | dva
pádlovat | dva
památkářčin | tři
pamětech | pět
pamětem | pět
pamětihodnější | pět
pamětihodný | pět
pamětlivější | pět
pamětliv | pět
pamětlivý | pět
pamětmi | pět
pamětná | pět
pamětnější | pět
pamětnice | pět
pamětník | pět
pamětníkův | pět
pamětní | pět
pamětný | pět
panevropeismus | osm
paralogismus | osm
pardonovat | dva
parketářčin | tři
parlamentářčin | tři
parodovaný | dva
parodovat | dva
pastýřčin | tři
patriotismus | osm
patřičnější | tři
patřičný | tři
patřit | tři
pavědečtější | pět
pedocentrismus | osm
pěchota | pět
pěchotní | pět
pěchovat | pět
pendlovat | dva
penězokazectví | pět
peněžitý | pět
peněžnictví | pět
pěnit | pět
pěnovitý | pět
perfekcionalismus | osm
perfekcionismus | osm
periodizovat | dva
personalismus | osm
pěstební | pět
pěstěnější | pět
pěstění | pět
pěstěný | pět
pěstící | pět
pěstička | pět
pěstích | pět
pěstím | pět
pěst | pět
pěstní | pět
pěstounka | pět
pěstoun | pět
pěstounský | pět
pěstounův | pět
pěstovanější | pět
pěstování | pět
pěstovaný | pět
pěstovávání | pět
pěstovávaný | pět
pěstující | pět
pětačtyřicátníkův | čtyři
pětadvacetibodový | dva
pětadvaceticentimetrový | dva
pětadvacetihodinový | dva
pětadvacetikilometrový | dva
pětadvacetikilový | dva
pětadvacetikorunový | dva
pětadvacetilitrový | dva
pětadvacetimetrový | dva
pětadvacetiminutový | dva
pětadvacetisekundový | dva
pětadvacetistránkový | dva
pětadvacetistupňový | dva
pětadvacetitisícový | dva
pětadvacetitunový | dva
pětadvacetivteřinový | dva
pětadvacetník | dva
pětaosmdesátistránkový | osm
pětaosmdesátitisícový | osm
pětaosmdesátníkův | osm
pětapůlroční | pět
pětasedmdesátitunový | sedm
pětasedmdesátníkův | sedm
pětašedesátihektarový | deset
pětašedesátimetrový | deset
pět | pět
pět | pět
pětibarevný | pět
pětibodový | pět
pětibodový | pět
pětibojařčin | tři pět
pětibojařka | pět
pětibojař | pět
pětibojařův | pět
pětiboj | pět
pětiboký | pět
pětibrankový | pět
pětice | pět
pěticiferný | pět
pěticípý | pět
pětičárkovaný | pět
pětičíslí | pět
pětičlenný | pět
pětidecibelový | pět
pětidenní | pět
pětidolar | pět
pětidolarovka | dva pět
pětidolarový | pět
pětidveřový | pět
pětidvéřový | pět
pětifázový | pět
pětigólový | pět
pětigramový | pět
pětihaléř | pět
pětihlavý | pět
pětihodinový | pět
pětihvězdičkový | pět
pětijazyčný | pět
pětikanálový | pět
pětikilogramový | pět
pětikilový | pět
pětikolový | pět
pětikoruna | pět
pětikorunový | pět
pětikusový | pět
pětilibrový | pět
pětilůžkový | pět
pětimarkový | pět
pětiměsíční | pět
pětimiliardový | pět
pětimilionový | pět
pětimiliónový | pět
pětimílový | pět
pětimocný | pět
pětinápravový | pět
pětinásobek | pět
pětinásobný | pět
pětina | pět
pětinka | pět
pětinový | pět
pětipísmenný | pět
pětipodlažní | pět
pětipokojový | pět
pětiposchoďový | pět
pětiroční | pět
pětirohý | pět
pětiřádkový | pět
pětisedadlový | pět
pětisekundový | pět
pětisvazkový | pět
pětiúhelník | pět
pětivaječný | pět
pětiverší | pět
pětivozový | pět
pětkařčin | tři pět
pětkařka | pět
pětkař | pět
pětkařův | pět
pětka | pět
pětkový | pět
pětník | pět
petrolejářčin | tři
piezoelektřina | tři
pihovatět | pět
pinochetismus | osm
pištět | pět
pitvořit | tři
pitvořivější | tři
pitvořivý | tři
planět | pět
platonismus | osm
pleonasmus | osm
plesnivět | pět
plešatět | pět
pletařčin | tři
pletichářčin | tři
pletichařit | tři
plnokvětý | pět
plnosortimentní | osm
plodívat | dva
plundrovaný | dva
plundrovat | dva
pneumoložka | nula
poběhat | pět
pobesedovat | dva
pobodávaný | dva
pobodávat | dva
pobožnůstkářčin | tři
pobratřit | tři
pocmrndávat | dva
počtářčin | tři
počtyřicáté | tři čtyři
podarovanější | dva
podarovaný | dva
podarovat | dva
podávací | dva
podavač | dva
podávající | dva
podávanější | dva
podávaný | dva
podávat | dva
podběhnout | pět
podběhnutí | pět
podběhnutý | pět
podbíhávaný | dva
podbíhávat | dva
podceňovaný | dva
podceňovat | dva
podčesávaný | dva
podčesávat | dva
podebatovaný | dva
podebatovat | dva
podědit | pět
podehnívaný | dva
podehnívat | dva
podekovaný | dva
poděkovaný | dva
podekovat | dva
poděkovat | dva pět
podělat | pět
podělávaný | dva
podělávat | dva pět
podělávka | dva
podělit | pět
podělitelnější | pět
podělitelný | pět
podělovací | dva
podělovanější | dva
podělovaný | dva
podělovat | dva pět
podělovatelnější | dva pět
podělovatelný | dva pět
podepisovanější | dva
podepisovaný | dva
podepisovat | dva
poděsit | pět
podestávka | dva
podevadesáté | dva
podevatenácté | dva
podexponovaný | dva
podexponovat | dva
podezřívaný | dva
podezřívat | dva
podezřívavější | dva
podezřívavý | dva
podfakturovaný | dva
podfakturovat | dva
podfukovaný | dva
podfukovat | dva
podhrabávaný | dva
podhrabávat | dva
podhrnovat | dva
podcházívat | dva
podchlazovat | dva
podchycovanější | dva
podchycovaný | dva
podchycovat | dva
podchytávat | dva
podiskutovat | dva
podívaná | dva
podívaný | dva
podívat | dva
podivínka | dva
podivnůstka | dva
podjednotka | jedna
podjíždět | pět
podkapitalizovaný | dva
podkapitalizovat | dva
podkasávaný | dva
podkasávat | dva
podklesávat | dva
podklouzávat | dva
podkluzovat | dva
podkopávající | dva
podkopávaný | dva
podkopávat | dva
podkova | dva
podkovička | dva
podkovka | dva
podkreslovaný | dva
podkreslovat | dva
podkuřovaný | dva
podkuřovat | dva
podkůvka | dva
podlahovina | dva
podlamovaný | dva
podlamovat | dva
podléhávat | dva
podlepovací | dva
podlepovaný | dva
podlepovat | dva
podlétávající | dva
podlétávat | dva
podletět | pět
podlévající | dva
podlévaný | dva
podlévat | dva
podlívanější | dva
podlívaný | dva
podlívat | dva
podmalovaný | dva
podmalovat | dva
podmaňovaný | dva
podmaňovat | dva
podmazávající | dva
podmazávaný | dva
podmazávat | dva
podmetávaný | dva
podmetávat | dva
podmět | pět
podmětný | pět
podmětový | pět
podmětový | pět
podmiňovací | dva
podmiňovaný | dva
podminovat | dva
podmiňovat | dva
podněcovaný | dva
podněcovat | dva pět
podněcovatelčin | dva pět
podněcovatelka | pět
podněcovatelský | dva pět
podněcovatelštější | dva
podněcovatel | dva pět
podněcovatelův | dva pět
podnět | pět
podnětnější | pět
podnětný | pět
podobávat | dva
podpalovací | dva
podpalovač | dva
podpalovanější | dva
podpalovaní | dva
podpalovaný | dva
podpalovat | dva
podpichovat | dva
podpisovaný | dva
podpisovat | dva
podpisovatelčin | dva
podpisovatel | dva
podpisovatelův | dva
podplavat | dva
podplouvaný | dva
podplouvat | dva
podporovač | dva
podporovačův | dva
podporovaný | dva
podporovat | dva
podporovatelčin | dva
podporovatel | dva
podporovatelův | dva
podrbávaný | dva
podrbávat | dva
podrobovaný | dva
podrobovat | dva
podrozmazávanější | dva
podrozmazávaný | dva
podrozvahový | dva
podrývající | dva
podrývaný | dva
podrývat | dva
podržovanější | dva
podržovaný | dva
podržovat | dva
podřaďovat | dva
podřazovanější | dva
podřazovaný | dva
podřazovat | dva
podřazovatelnější | dva
podřazovatelný | dva
podřezávající | dva
podřezávaný | dva
podřezávat | dva
podřimovat | dva
podřizovanější | dva
podřizovaný | dva
podřizovat | dva
podsazovat | dva
podsekávaný | dva
podsekávat | dva
podsestava | dva
podseznam | osm
podskakovanější | dva
podskakovaný | dva
podskakovat | dva
podsouvaný | dva
podsouvat | dva
podstava | dva
podstavba | dva
podstávka | dva
podstojím | osm
podstrkávaný | dva
podstrkávat | dva
podstrkovaný | dva
podstrkovat | dva
podstrojovat | dva
podstrom | osm
podstůjme | osm
podstupovaný | dva
podstupovat | dva
podsunovat | dva
podsvaz | dva
podsvětí | pět
podsvětlení | pět
podsvětlený | pět
podsvětní | pět
podsvětový | pět
podsypávající | dva
podsypávanější | dva
podsypávaný | dva
podsypávat | dva
podšívat | dva
podšívka | dva
podškrtávat | dva
podtečkovat | dva
podtětí | pět
podtrhávající | dva
podtrhávanější | dva
podtrhávaný | dva
podtrhávat | dva
podtrhovaný | dva
podtrhovat | dva
podupávanější | dva
podupávaný | dva
podupávat | dva
podusávat | dva
podvacáté | dva
podvádět | pět
podval | dva
podvalování | dva
podvanácté | dva
podvázanější | dva
podvázaný | dva
podvázat | dva
podvazek | dva
podvazkový | dva
podvazování | dva
podvazující | dva
podvážka | dva
podvěska | dva
podvlékačky | dva
podvlíkačky | dva
podvraceč | dva
podvracečův | dva
podvracející | dva
podvracení | dva
podvracený | dva
podvracet | dva
podvraťáčtější | dva
podvratnější | dva
podvratník | dva
podvratný | dva
podvýraz | dva
podvýroba | dva
podzaměstnaný | pět
podzástava | dva
poetismus | osm
pohanět | pět
pohánět | pět
pohašteřit | tři
pohledávat | dva
pohledávka | dva
pohledět | pět
pohněvat | pět
pohodlnět | pět
pohovět | pět
pohvizdovaný | dva
pohvizdovat | dva
pochodovaný | dva
pochodovat | dva
pointilismus | osm
pojednací | jedna
pojednající | jedna
pojednanější | jedna
pojednaný | jedna
pojednat | jedna
pojednávací | jedna dva
pojednávající | jedna dva
pojednávanější | jedna dva
pojednávaný | jedna dva
pojednávat | jedna dva
pojídávaný | dva
pojídávat | dva
pojíždět | pět
pokornět | pět
pokvětnový | pět
pokydávaný | dva
pokydávat | dva
poldovka | dva
polidšťovací | dva
polidšťovaný | dva
polidšťovat | dva
politikařit | tři
polokonzultant | nula
polokonzultantův | nula
polosedět | pět
polosvět | pět
pološvestka | šest
polovětný | pět
polozaměstnaný | pět
polštářkovitý | tři
polštářovitý | tři
polycentrismus | osm
polygenismus | osm
polysémický | osm
polysémie | osm
polysémní | osm
polyteismus | osm
pomádovaný | dva
pomádovat | dva
pomeditovat | dva
poměďovat | pět
poměřit | pět
poměřovat | pět
poměřovávat | pět
pomět | pět
poněkolikáté | pět
poněmčit | pět
poněmčovat | pět
ponětí | pět
ponětovický | pět
poobědvat | dva pět
poodběhnout | pět
poodběhnutí | pět
poodhalovaný | dva
poodhalovat | dva
popadávaný | dva
popadávat | dva
popatřit | tři
poposedávat | dva
popperismus | osm
populismus | osm
porozumět | pět
pořádávající | dva
pořádávanější | dva
pořádávaný | dva
pořádávat | dva
posedávající | dva
posedávat | dva
posedět | pět
posedět | pět
posedmdesáté | sedm osm
posedmé | sedm osm
posedminácté | sedm osm
poskládávaný | dva
poskládávat | dva
poslamný | osm
poslušenství | šest
poslyšme | osm
posmání | osm
posmát | osm
posměch | osm
posměšek | osm
posměšnější | osm
posměšný | osm
posměvacký | osm
posměváček | osm
posměvačnější | osm
posměvačný | osm
posmívající | osm
posmívání | osm
posmívat | osm
posmrkání | osm
posmrkaný | osm
posmrkat | osm
posmrkávající | osm
posmrkávání | osm
posmrkávaný | osm
posmrkávat | osm
posmrtný | osm
posmutnělejší | osm
posmutnělý | osm
posmutnění | osm
posmutnět | pět osm
posmýkání | osm
posmýkaný | osm
posmýkat | osm
posnídávaný | dva
posnídávat | dva
postdekrement | osm
postembryonální | osm
postěžovat | pět
postimpresionistický | osm
postinkrement | osm
postklimakterický | osm
postkomunista | osm
postkomunistčin | osm
postkomunistický | osm
postkomunističtější | osm
postkomunistka | osm
postkomunistův | osm
postmoderna | osm
postmodernější | osm
postmodernista | osm
postmodernistčin | osm
postmodernistický | osm
postmodernističtější | osm
postmodernistka | osm
postmodernistův | osm
postmoderní | osm
postmortální | osm
postojím | osm
postonejme | osm
postřelit | tři
postřelmovský | osm
postřihání | tři
postřihaný | tři
postřihat | tři
postřihávání | tři
postřihávaný | tři
postřihávat | tři
postřihovací | tři
postřihování | tři
postřihovaný | tři
postřihovat | tři
postřik | tři
postřikovací | tři
postřikovač | tři
postřikování | tři
postřikovaný | tři
postřikovat | tři
postřikovávání | tři
postřikovávaný | tři
postřikovávat | tři
postřikový | tři
postřižínský | tři
posttraumatický | osm
postůjme | osm
postupimský | osm
posvěcovat | pět
pošesté | šest
poštěkávat | pět
potemnět | pět
potěšit | pět
potěšitelnější | pět
potěšitelný | pět
potěžkat | pět
potěžkávat | pět
potřicáté | tři
potřinácté | tři
potřísnit | tři
pousmání | osm
pousmát | osm
pouštět | pět
povadávat | dva
pověřit | pět
pověřovat | pět
pověřovatelčin | pět
pověřovatelka | pět
pověřovatel | pět
pověřovatelův | pět
pověřovávat | pět
pověsit | pět
pověst | pět
pověstnější | pět
pověstný | pět
povětrnější | pět
povětrný | pět
povětroň | pět
povětří | pět
povětšinou | pět
povětší | pět
povitivismus | osm
pozánětlivý | pět
pozdněgotický | pět
pozdvihaný | dva
pozdvíhaný | dva
pozdvihat | dva
pozdvíhat | dva
pozitivismus | osm
pozměnit | pět
pozměnitelnější | pět
pozměnitelný | pět
pozměňovat | pět
pozměňovávat | pět
pozornět | pět
pozvedávat | dva
požadovanější | dva
požadovaný | dva
požadovat | dva
požadovatel | dva
požadovatelův | dva
požitkářčin | tři
prádlovina | dva
pragocentrismus | osm
práchnivět | pět
praseodym | sedm
praseodymový | sedm
praštět | pět
pravděpodobnostní | pět
predestinovaný | dva
predikovanější | dva
predikovaný | dva
predikovat | dva
predikovatelný | dva
preludovaný | dva
preludovat | dva
preromantismus | osm
proběhat | pět
proběhnout | pět
proběhnutí | pět
proběhnutý | pět
probodávaný | dva
probodávat | dva
procmrndávat | dva
prodávací | dva
prodavaččin | dva
prodavač | dva
prodavačův | dva
prodávající | dva
prodávanější | dva
prodávaný | dva
prodávat | dva
prodebatovaný | dva
prodebatovat | dva
prodělat | pět
prodělávající | dva
prodělávaný | dva
prodělávat | dva pět
prodírkovat | dva
prodiskutovaný | dva
prodiskutovat | dva
prodlabávaný | dva
prodlabávat | dva
prodlévat | dva
prodleva | dva
prodlužovací | dva
prodlužovaný | dva
prodlužovat | dva
prodrátovaný | dva
prodrátovat | dva
prodražovaný | dva
prodražovat | dva
prodrbávaný | dva
prodrbávat | dva
prodriblovat | dva
producírovat | dva
produkovaný | dva
produkovat | dva
produkovatelnější | dva
produkovatelný | dva
produktivismus | osm
produktivita | dva
produmávaný | dva
produmávat | dva
produpávanější | dva
produpávaný | dva
produpávat | dva
prodýchávaný | dva
prodýchávat | dva
prohánět | pět
prohazardovaný | dva
prohazardovat | dva
prohledávací | dva
prohledávač | dva
prohledávající | dva
prohledávaný | dva
prohledávat | dva
prohlodávaný | dva
prohlodávat | dva
prohnětení | pět
prohněten | pět
prohnětený | pět
prohodovaný | dva
prohodovat | dva
prochrnět | pět
prochvět | pět
projednající | jedna
projednanější | jedna
projednaný | jedna
projednat | jedna
projednávací | jedna dva
projednávající | jedna dva
projednávanější | jedna dva
projednávaný | jedna dva
projednávat | jedna dva
projídávaný | dva
projídávat | dva
projíždět | pět
projódlovaný | dva
projódlovat | dva
prokádrovaný | dva
prokádrovat | dva
prokonsultovaný | nula
prokonsultovat | nula
prokonzultovaný | nula
prokonzultovat | nula
prokonzultovávaný | nula
prokonzultovávat | nula
prokrvavět | pět
proletarismus | osm
proletářčin | tři
proletět | pět
promeditovat | dva
promenádovat | dva
proměnit | pět
proměnitelnější | pět
proměnitelný | pět
proměňovat | pět
proměňovávat | pět
proměřit | pět
proměřovat | pět
proměřovávat | pět
proměšovat | pět
promodulovaný | dva
promodulovat | dva
pronásledovanější | dva
pronásledovaný | dva
pronásledovat | dva
pronásledovatelčin | dva
pronásledovatel | dva
pronásledovatelův | dva
proněmečtější | pět
proobědvat | dva pět
propadávající | dva
propadávaný | dva
propadávat | dva
propastím | osm
propochodovaný | dva
propochodovat | dva
propustím | osm
prorezavět | pět
prosedět | pět
prosiměřický | osm
prosmání | osm
prosmát | osm
prosmažení | osm
prosmažený | osm
prosmažit | osm
prosmekávání | osm
prosmekávaný | osm
prosmekávat | osm
prosmeknutí | osm
prosmýkání | osm
prosmýkaný | osm
prosmýkat | osm
prosmyknout | osm
prosmýknout | osm
prosmyknutí | osm
prosmýknutí | osm
prosněžit | pět
prosovětský | pět
prostavět | pět
prostěsdělovací | dva
prostojím | osm
prostomyslnější | osm
prostomyslný | osm
prostonejme | osm
prostředkovaný | dva
prostředkovat | dva
prostřednice | tři
prostřednictvím | tři sedm osm
prostřednictví | tři
prostřelit | tři
prostřihání | tři
prostřihaný | tři
prostřihat | tři
prostřihávání | tři
prostřihávaný | tři
prostřihávat | tři
prostřih | tři
prostřihnout | tři
prostřihnutí | tři
prostřihovací | tři
prostřihovadlo | tři
prostřihování | tři
prostřihovaný | tři
prostřihovat | tři
prostřižený | tři
prostudovanější | dva
prostudovaný | dva
prostudovat | dva
prostůjme | osm
prosvěcovat | pět
prosvětlenější | pět
prosvětlení | pět
prosvětlený | pět
prosvětlovací | pět
prosvětlování | pět
prosvětlovaný | pět
prosvětlovávání | pět
prosvětlovávaný | pět
prosvětlující | pět
prosvištět | pět
prošedivět | pět
prošetřit | tři
prošněrovávat | pět
proštěkat | pět
prošumět | pět
protěkat | pět
protekcionářčin | tři
protětí | pět
protěžovat | pět
protiamerikanismus | osm
protidávka | dva
protidělničtější | pět
protichřipkový | tři
protiindividualističtější | dva
protiklerikalismus | osm
protiměšťáčtější | pět
protiněmečtější | pět
protipohledávka | dva
protiřečit | tři
protiřečivý | tři
protisměr | osm
protisměrnější | osm
protisměrný | osm
protismykový | osm
protismyslnější | osm
protismyslný | osm
protisovětský | pět
protisvětlo | pět
protivědečtější | pět
protivětrech | pět
protivětrem | pět
protivětru | pět
protivětrů | pět
protivětrům | pět
protivětry | pět
protivětře | pět
protizánětlivý | pět
proutkařčin | tři
provádět | pět
provdávaný | dva
provdávat | dva
prověřit | pět
prověřitelnější | pět
prověřitelný | pět
prověřovat | pět
prověřovatelčin | pět
prověřovatelka | pět
prověřovatel | pět
prověřovatelův | pět
prověřovávat | pět
prověsit | pět
provětrání | pět
provětraný | pět
provětrávání | pět
provincialismus | osm
provonět | pět
provzdušňovací | dva
provzdušňovaný | dva
provzdušňovat | dva
provzdušovací | dva
provzdušovaný | dva
provzdušovat | dva
provzdychávat | dva
prozaismus | osm
prozvánět | pět
průměrovat | pět
průměrovávat | pět
průmět | pět
průmětna | pět
průmětový | pět
průvětrný | pět
přeadresovaný | dva
přeadresovat | dva
přeběhnout | pět
přeběhnutí | pět
přeběhnutý | pět
přebrnět | pět
přebudovanější | dva
přebudovaný | dva
přebudovat | dva
předávací | dva
předavač | dva
předávač | dva
předavačův | dva
předávačův | dva
předávající | dva
předávanější | dva
předávaný | dva
předávat | dva
předávka | dva
předběhnout | pět
předběhnutí | pět
předběhnutý | pět
předbíhávaný | dva
předbíhávat | dva
předcvičitelka | dva
předčesávaný | dva
předčesávat | dva
předčišťovat | dva
předčmuchávat | dva
předděrovat | pět
předefinovanější | dva
předefinovaný | dva
předefinovat | dva
předefinovatelnější | dva
předefinovatelný | dva
předehrávanější | dva
předehrávaný | dva
předehrávat | dva
předehrávka | dva
předehřívaný | dva
předehřívat | dva
předělat | pět
předělávaný | dva
předělávat | dva pět
předělávka | dva
předělit | pět
předělitelnější | pět
předělitelný | pět
předělovací | dva
předělovanější | dva
předělovaný | dva
předělovat | dva pět
předělovatelnější | dva pět
předělovatelný | dva pět
předělovávat | pět
předepisovanější | dva
předepisovaný | dva
předepisovat | dva
předěrovaný | dva
předěrovat | dva pět
předestilovanější | dva
předestilovaný | dva
předestilovat | dva
předfinancovaný | dva
předfinancovat | dva
předformátovaný | dva
předformovací | dva
předformovaný | dva
předformovat | dva
předhánět | pět
předhazovaný | dva
předhazovat | dva
předcházívat | dva
předimensovaný | dva
předimenzovaný | dva
předimenzovat | dva
předinstalovanější | dva
předinstalovaný | dva
předinstalovat | dva
předisponovaný | dva
předisponovat | dva
předjednající | jedna
předjednanější | jedna
předjednaný | jedna
předjednat | jedna
předjednávací | jedna
předjednávající | jedna
předjednávanější | jedna
předjednávaný | jedna
předjednávat | jedna
předjíždět | pět
předklánět | pět
předkličovaný | dva
předkličovat | dva
předkompilovaný | dva
předkompilovat | dva
předkonfigurovanější | dva
předkonfigurovaný | dva
předkonfigurovat | dva
předkousávající | dva
předkousávanější | dva
předkousávaný | dva
předkousávat | dva
předkovací | dva
předkovaný | dva
předkovat | dva
předkrajovaný | dva
předkrajovat | dva
předkreslovaný | dva
předkreslovat | dva
předkusovanější | dva
předkusovaný | dva
předkusovat | dva
předkvartérní | dva
předletět | pět
předlisovací | dva
předlisovaný | dva
předlisovat | dva
předmašťovat | dva
předměstí | pět
předměstský | pět
předmět | pět
předmětný | pět
předmětový | pět
předmíchávaný | dva
předmíchávat | dva
předmluva | dva
přednožovaný | dva
přednožovat | dva
předostřit | tři
předovka | dva
předpažovaný | dva
předpažovat | dva
předpěstovaný | dva
předpěstovat | dva
předpisovaný | dva
předpisovat | dva
předpovídač | dva
předpovídačův | dva
předpovídající | dva
předpovídanější | dva
předpovídaný | dva
předpovídat | dva
předpracovanější | dva
předpracovaný | dva
předpracovat | dva
předprogramovaný | dva
předprogramovat | dva
předpřástovací | dva
předpřástovaný | dva
předpřástovat | dva
předpřevratový | dva
předpříprava | dva
předražovaný | dva
předražovat | dva
předrovnaný | dva
předrovnat | dva
předržovat | dva
předřazovanější | dva
předřazovaný | dva
předřazovat | dva
předřazovatelnější | dva
předřazovatelný | dva
předříkávač | dva
předříkávačův | dva
předříkávaný | dva
předříkávat | dva
předsazovaný | dva
předsazovat | dva
předsekávaný | dva
předsekávat | dva
předsevzal | dva
předsevzatý | dva
předskakovat | dva
předslovanský | dva
předsouvat | dva
představa | dva
představitelka | dva
předstihovanější | dva
předstihovaný | dva
předstihovat | dva
předstrkávaný | dva
předstrkávat | dva
předstupovat | dva
předsunovat | dva
předsušovaný | dva
předsušovat | dva
předsvatební | dva
předšívanější | dva
předšívaný | dva
předšívat | dva
předtahovanější | dva
předtahovaný | dva
předtahovat | dva
předtiskovat | dva
předtrhávající | dva
předtrhávanější | dva
předtrhávaný | dva
předtrhávat | dva
předtřetihorní | tři
předtřídit | tři
předtřiďování | tři
předtřiďovaný | dva tři
předtřiďovat | dva tři
předtvarování | dva
předupávanější | dva
předupávaný | dva
předupávat | dva
předúprava | dva
předurčovaný | dva
předurčovat | dva
předusávat | dva
předváděčka | dva
předvádět | pět
předvaření | dva
předvařený | dva
předvařit | dva
předvázanější | dva
předvázaný | dva
předvázat | dva
předvazování | dva
předvazující | dva
předvažování | dva
předvažující | dva
předvelkomoravský | dva
předvětí | pět
předvídající | dva
předvídanější | dva
předvídaný | dva
předvídatelnější | dva
předvidatelný | dva
předvídatelný | dva
předvídat | dva
předvídavější | dva
předvídavý | dva
předvolací | dva
předvolající | dva
předvolanější | dva
předvolánka | dva
předvolaný | dva
předvolat | dva
předvolba | dva
předvrtaný | dva
předvrtat | dva
předvstřik | tři
předvybraný | dva
předvybrat | dva
předzásobovaný | dva
předzásobovat | dva
předzesilovač | dva
předznamenávající | dva
předznamenávanější | dva
předznamenávaný | dva
předznamenávat | dva
předzpěvaččin | dva
předzpívat | dva
předzpracovanější | dva
předzpracovaný | dva
předzpracovat | dva
předzvěst | pět
předžvýkaný | dva
předžvýkat | dva
přehánět | pět
přehlodávaný | dva
přehlodávat | dva
přehodnocovanější | dva
přehodnocovaný | dva
přehodnocovat | dva
přeindexovaný | dva
přeindexovat | dva
přejídávaný | dva
přejídávat | dva
přejíždět | pět
překlánět | pět
překódovací | dva
překódovaný | dva
překódovat | dva
překormidlovaný | dva
překormidlovat | dva
přeletět | pět
přelidňovat | dva
přeměnit | pět
přeměnitelnější | pět
přeměnitelný | pět
přeměňovat | pět
přeměňovávat | pět
přeměřit | pět
přeměřovat | pět
přeměřovávat | pět
přendávanější | dva
přendávaný | dva
přendavat | dva
přendávat | dva
přeobjednaný | jedna
přeobjednat | jedna
přeobjednávaný | jedna dva
přeobjednávat | jedna dva
přeostřit | tři
přepadávaný | dva
přepadávat | dva
přepádlovat | dva
přeprodukovaný | dva
přepudrovaný | dva
přepudrovat | dva
přerozdělit | pět
přerozdělovací | dva
přerozdělovaný | dva
přerozdělovat | dva pět
přerozdělovávat | pět
přesedávat | dva
přesedět | pět
přesedlávaný | dva
přesedlávat | dva
přesídlovací | dva
přesidlovaný | dva
přesídlovaný | dva
přesidlovat | dva
přesídlovat | dva
přeskládávaný | dva
přeskládávat | dva
přesměrovat | pět
přesměrovatelnější | pět
přesměrovatelný | pět
přesměrovávat | pět
přesnídávka | dva
přestavět | pět
přestěhovat | pět
přestěhovávat | pět
přestřelit | tři
přestřihání | tři
přestřihaný | tři
přestřihat | tři
přestřihávání | tři
přestřihávaný | tři
přestřihávat | tři
přestřihnout | tři
přestřihnutí | tři
přestřihovací | tři
přestřihování | tři
přestřihovaný | tři
přestřihovat | tři
přestřikování | tři
přestřižení | tři
přestřižený | tři
přestudovaný | dva
přestudovat | dva
přesvědčit | pět
přesvědčovací | dva
přesvědčovaný | dva
přesvědčovat | dva pět
přesvědčte | pět
přesvětlení | pět
přesvětlování | pět
přešetřit | tři
přešněrovávat | pět
přešpendlovat | dva
přetěsnit | pět
přetětí | pět
přetěžit | pět
přetěžovat | pět
přetřídit | tři
přetřiďování | tři
přetřiďovaný | tři
přetřiďovat | tři
přetvořit | tři
přetvořitelný | tři
přetvořitel | tři
přetvořitelův | tři
převaděčství | pět
převádět | pět
převěsit | pět
převěšet | pět
převěšovat | pět
převodovka | dva
převtělit | pět
převtělovat | pět
převtělovávat | pět
přezaměstnaný | pět
přezdívaný | dva
přezdívat | dva
přezdívka | dva
přezvánět | pět
přiběhnout | pět
přiběhnutí | pět
přidávací | dva
přidavaččin | dva
přidavač | dva
přidávač | dva
přidavačův | dva
přidávačův | dva
přidávající | dva
přidávající | dva
přidávanější | dva
přidávaný | dva
přidávat | dva
přidělat | pět
přidělávaný | dva
přidělávat | dva pět
přidělit | pět
přidělitelnější | pět
přidělitelný | pět
přidělovací | dva
přidělovač | dva
přidělovanější | dva
přidělovaný | dva
přidělovat | dva pět
přidělovatelnější | dva pět
přidělovatelný | dva pět
